iter	RMSE
299	7.740129275
300	7.73261891
301	7.723625719
302	7.714850232
303	7.706294139
304	7.699220419
305	7.695668751
306	7.691005872
307	7.685062761
308	7.680753291
309	7.671251162
310	7.65926099
311	7.656496102
312	7.646927434
313	7.633724794
314	7.631848845
315	7.628474775
316	7.616465383
317	7.607134935
318	7.597288104
319	7.587182403
320	7.581629178
321	7.576752853
322	7.567981949
323	7.559814562
324	7.549290072
325	7.548027647
326	7.543254537
327	7.534527206
328	7.525822851
329	7.519081419
330	7.516294872
331	7.512217589
332	7.500451941
333	7.495038655
334	7.484650349
335	7.476914002
336	7.466503368
337	7.462383122
338	7.455320047
339	7.445762906
340	7.437588073
341	7.4300515
342	7.422958939
343	7.412937067
344	7.402170839
345	7.3906638
346	7.3800014
347	7.372066887
348	7.367200529
349	7.35606731
350	7.346271758
351	7.336315469
352	7.332631554
353	7.323804072
354	7.322503959
355	7.320722302
356	7.312496621
357	7.300801004
358	7.28916351
359	7.279783205
360	7.271214412
361	7.261600623
362	7.257249206
363	7.247348037
364	7.23248015
365	7.224103631
366	7.212345593
367	7.200778128
368	7.191375104
369	7.183422856
370	7.175508602
371	7.166399347
372	7.158690906
373	7.151570179
374	7.14115625
375	7.131423596
376	7.121908117
377	7.114848183
378	7.111246648
379	7.102926774
380	7.092695972
381	7.085940934
382	7.078745931
383	7.074297484
384	7.065951877
385	7.059279009
386	7.052547343
387	7.042510466
388	7.033967298
389	7.026069848
390	7.017703802
391	7.014582347
392	7.007382732
393	7.003358855
394	6.995522847
395	6.987146781
396	6.982598713
397	6.972698098
398	6.96713146
399	6.95787984
400	6.956051815
401	6.948060857
402	6.940806844
403	6.932212313
404	6.926857891
405	6.921841471
406	6.915331963
407	6.908627002
408	6.903456438
409	6.896038401
410	6.887832674
411	6.879147531
412	6.872555652
413	6.870873809
414	6.864345558
415	6.861818295
416	6.859308273
417	6.851508188
418	6.838134854
419	6.833637077
420	6.82784821
421	6.821184752
422	6.817836601
423	6.814676172
424	6.804233763
425	6.794256803
426	6.790521828
427	6.781481178
428	6.773448174
429	6.764846513
430	6.758126777
431	6.751367673
432	6.744262976
433	6.737418408
434	6.73036871
435	6.724933659
436	6.724120704
437	6.71614449
438	6.705162837
439	6.697763739
440	6.691058977
441	6.685900368
442	6.675814913
443	6.671200506
444	6.663891617
445	6.657293651
446	6.649362079
447	6.642568014
448	6.634805238
449	6.622606288
450	6.619007566
451	6.61551059
452	6.61379141
453	6.608898585
454	6.599966495
455	6.594304819
456	6.587300469
457	6.581348991
458	6.57840517
459	6.574836791
460	6.565827175
461	6.558354739
462	6.5521449
463	6.547097916
464	6.542684325
465	6.53597207
466	6.528557871
467	6.519776203
468	6.510846117
469	6.507481438
470	6.505545851
471	6.504800584
472	6.495856987
473	6.488455564
474	6.480790515
475	6.47074004
476	6.461327742
477	6.455188079
478	6.448533771
479	6.44483554
480	6.441109902
481	6.434686368
482	6.426244763
483	6.419501385
484	6.418425191
485	6.406964452
486	6.397588194
487	6.396796242
488	6.391486747
489	6.382904141
490	6.375664871
491	6.369015841
492	6.361322027
493	6.353285523
494	6.352408378
495	6.345900164
496	6.340653587
497	6.331723933
498	6.328087121
499	6.317404937
500	6.311695479
501	6.304223144
502	6.3012471
503	6.293551963
504	6.290317727
505	6.288894012
506	6.282511955
507	6.278672281
508	6.270772622
509	6.266307018
510	6.260937784
511	6.25436536
512	6.249865259
513	6.240736007
514	6.229893165
515	6.222675319
516	6.2192093
517	6.209707028
518	6.205685816
519	6.205227361
520	6.196769942
521	6.188375576
522	6.182831632
523	6.177349288
524	6.175314376
525	6.167807855
526	6.166897908
527	6.159716643
528	6.158125532
529	6.157509414
530	6.14971533
531	6.14225068
532	6.136999412
533	6.133703486
534	6.12635077
535	6.120198767
536	6.111478597
537	6.108024248
538	6.103103935
539	6.090965401
540	6.089238639
541	6.079952244
542	6.079191277
543	6.073469186
544	6.067581547
545	6.06144305
546	6.055996766
547	6.047772253
548	6.04154403
549	6.032881283
550	6.023171634
551	6.015295955
552	6.008871742
553	6.002590935
554	5.997065772
555	5.990193791
556	5.982943969
557	5.975429467
558	5.960255816
559	5.95924407
560	5.957244077
561	5.95663903
562	5.953996405
563	5.94655742
564	5.941134367
565	5.930051511
566	5.925520964
567	5.913349538
568	5.906977168
569	5.89629345
570	5.892483272
571	5.891446098
572	5.886713522
573	5.88099008
574	5.880435698
575	5.879529366
576	5.877457127
577	5.87649013
578	5.873001186
579	5.864431549
580	5.856517273
581	5.853130394
582	5.844918958
583	5.838065021
584	5.8306999
585	5.830236145
586	5.827498238
587	5.821609098
588	5.813591696
589	5.806985943
590	5.803813654
591	5.797969499
592	5.793315276
593	5.792720639
594	5.789315744
595	5.786454452
596	5.783335534
597	5.778536278
598	5.771323744
599	5.767265796
600	5.760946101
601	5.756500214
602	5.753363727
603	5.74484547
604	5.74069208
605	5.740115231
606	5.732940187
607	5.725497352
608	5.720856585
609	5.713493751
610	5.706259221
611	5.699193268
612	5.694969197
613	5.688353105
614	5.681738776
615	5.681304906
616	5.673991214
617	5.6692055
618	5.663993444
619	5.659540832
620	5.651018304
621	5.648474425
622	5.64362284
623	5.637893577
624	5.635404552
625	5.632055146
626	5.626783305
627	5.623360336
628	5.62298176
629	5.618645538
630	5.613916838
631	5.611668166
632	5.604323044
633	5.601160778
634	5.595490774
635	5.591654164
636	5.591255393
637	5.58326059
638	5.576632028
639	5.571194245
640	5.567521992
641	5.558918651
642	5.551811761
643	5.544499796
644	5.539421862
645	5.532237206
646	5.528663414
647	5.526825442
648	5.520552485
649	5.513667067
650	5.505760385
651	5.503689985
652	5.499869465
653	5.499247572
654	5.493551181
655	5.48894881
656	5.483183435
657	5.482353627
658	5.477939951
659	5.472326541
660	5.464739269
661	5.458128598
662	5.457543452
663	5.452865391
664	5.451283872
665	5.441224665
666	5.434800483
667	5.429550667
668	5.424842291
669	5.420015102
670	5.413270806
671	5.406451868
672	5.405469035
673	5.401313223
674	5.395050707
675	5.38883823
676	5.381722966
677	5.373509992
678	5.372706238
679	5.368078541
680	5.362207763
681	5.361526904
682	5.356974507
683	5.356459279
684	5.352817909
685	5.34793125
686	5.341131168
687	5.33810492
688	5.337771813
689	5.328714734
690	5.325163576
691	5.323823182
692	5.319810892
693	5.319128512
694	5.312327279
695	5.306862817
696	5.300887602
697	5.29863928
698	5.294821194
699	5.290468529
700	5.285222724
701	5.281484918
702	5.27862509
703	5.272501901
704	5.264971247
705	5.255235221
706	5.248482643
707	5.240752885
708	5.233537004
709	5.228033299
710	5.223298778
711	5.219567323
712	5.213237749
713	5.209591808
714	5.205572009
715	5.200394572
716	5.195738106
717	5.189555916
718	5.184767988
719	5.178154339
720	5.173843474
721	5.168773795
722	5.164122994
723	5.155964923
724	5.155593882
725	5.147453832
726	5.143651583
727	5.137890214
728	5.131109212
729	5.127901513
730	5.119831365
731	5.119459404
732	5.112682767
733	5.106592146
734	5.100708158
735	5.093630015
736	5.089475615
737	5.086373346
738	5.080221813
739	5.076284096
740	5.069174896
741	5.065869508
742	5.059436964
743	5.055229537
744	5.049410412
745	5.047353996
746	5.043430824
747	5.037755286
748	5.031122729
749	5.024081558
750	5.020615049
751	5.0141686
752	5.010149091
753	5.006427152
754	5.000681608
755	4.997850485
756	4.994508389
757	4.993406699
758	4.98650018
759	4.980922311
760	4.98065752
761	4.972531704
762	4.967432518
763	4.962071286
764	4.955039385
765	4.949553183
766	4.943912471
767	4.939137889
768	4.934348301
769	4.931826664
770	4.927045759
771	4.921963164
772	4.915641279
773	4.910449734
774	4.90642315
775	4.898187912
776	4.894082225
777	4.888104004
778	4.886005679
779	4.882040297
780	4.876141535
781	4.866847985
782	4.860150814
783	4.854789176
784	4.848104764
785	4.843509698
786	4.836779579
787	4.830094162
788	4.822661574
789	4.814597045
790	4.808683669
791	4.801895863
792	4.797134451
793	4.794238131
794	4.788827725
795	4.784098974
796	4.783664541
797	4.778287208
798	4.771357615
799	4.765143506
800	4.762636575
801	4.756387896
802	4.754227433
803	4.7479337
804	4.739923581
805	4.734487233
806	4.729013285
807	4.723433539
808	4.716139388
809	4.711820604
810	4.706845763
811	4.700307642
812	4.698980198
813	4.695346333
814	4.68989163
815	4.683307218
816	4.677983261
817	4.674289627
818	4.671450505
819	4.667730138
820	4.664210445
821	4.657810018
822	4.654034126
823	4.647957561
824	4.641679726
825	4.636952046
826	4.633534433
827	4.633270253
828	4.631924485
829	4.628233842
830	4.624143217
831	4.620734533
832	4.61682712
833	4.61215234
834	4.607114966
835	4.604675961
836	4.600925683
837	4.596886621
838	4.593882665
839	4.592151628
840	4.5871671
841	4.582120771
842	4.576358641
843	4.571269258
844	4.566747108
845	4.560969985
846	4.55590949
847	4.551113461
848	4.545611984
849	4.540598487
850	4.537837798
851	4.533659139
852	4.533103463
853	4.52914204
854	4.526280058
855	4.519363299
856	4.515219093
857	4.510832349
858	4.50351809
859	4.497288204
860	4.491415162
861	4.487758885
862	4.481402909
863	4.477264634
864	4.474066973
865	4.469272315
866	4.464275981
867	4.46211474
868	4.455481647
869	4.452200374
870	4.446389312
871	4.442155497
872	4.438485449
873	4.434901265
874	4.434689226
875	4.42993427
876	4.426981721
877	4.423186952
878	4.417105052
879	4.411608179
880	4.407485546
881	4.401646884
882	4.396845139
883	4.392855168
884	4.390038178
885	4.388905654
886	4.388623226
887	4.384028632
888	4.380193333
889	4.377384119
890	4.373516299
891	4.371368778
892	4.367108566
893	4.361356027
894	4.355364753
895	4.351356917
896	4.348225122
897	4.344135164
898	4.343697446
899	4.33874828
900	4.334935196
901	4.331026717
902	4.325214229
903	4.321807707
904	4.31820017
905	4.313322726
906	4.309019746
907	4.305395624
908	4.298812975
909	4.29698467
910	4.292876689
911	4.285890027
912	4.280781102
913	4.280399593
914	4.274379468
915	4.271714904
916	4.266560779
917	4.263450734
918	4.25858432
919	4.252919217
920	4.249710302
921	4.245851368
922	4.245598074
923	4.245386861
924	4.238862282
925	4.233558023
926	4.228379443
927	4.225590964
928	4.222602359
929	4.220105035
930	4.215194407
931	4.211066396
932	4.207440532
933	4.202885041
934	4.200635956
935	4.194454474
936	4.191291931
937	4.186935231
938	4.182461715
939	4.177559247
940	4.171566004
941	4.167757321
942	4.162840448
943	4.159854013
944	4.156541613
945	4.154203786
946	4.149185574
947	4.141679792
948	4.136576067
949	4.131663906
950	4.127980889
951	4.125690393
952	4.125491683
953	4.121904295
954	4.116552443
955	4.115369516
956	4.114167459
957	4.109585985
958	4.104961443
959	4.099724169
960	4.09612195
961	4.092980687
962	4.088715154
963	4.083725337
964	4.079594338
965	4.073595149
966	4.068776255
967	4.063525708
968	4.058562193
969	4.054725904
970	4.048395159
971	4.046291226
972	4.042788241
973	4.042596291
974	4.03633745
975	4.02966578
976	4.026746309
977	4.023467237
978	4.019337236
979	4.017353511
980	4.014431954
981	4.010857211
982	4.008165532
983	4.007983443
984	4.003579436
985	3.996992263
986	3.992061199
987	3.989716913
988	3.982796974
989	3.979072314
990	3.976006457
991	3.973461132
992	3.969395737
993	3.965492387
994	3.964122303
995	3.959417739
996	3.959225642
997	3.957042465
998	3.95364323
999	3.953444736
1000	3.951008199
1001	3.947804054
1002	3.943576849
1003	3.941764618
1004	3.938453393
1005	3.93244646
1006	3.929220732
1007	3.927845203
1008	3.923770797
1009	3.918728499
1010	3.916508998
1011	3.911821936
1012	3.905868289
1013	3.904409407
1014	3.900943269
1015	3.898540863
1016	3.893485808
1017	3.889706232
1018	3.88673154
1019	3.884472971
1020	3.881944045
1021	3.881780344
1022	3.880306609
1023	3.875442594
1024	3.870084366
1025	3.865780729
1026	3.862114948
1027	3.860094324
1028	3.855405444
1029	3.851359281
1030	3.848757122
1031	3.84532402
1032	3.842288073
1033	3.837033901
1034	3.835699052
1035	3.832903358
1036	3.829219452
1037	3.823651409
1038	3.819228529
1039	3.815743784
1040	3.811067836
1041	3.807300762
1042	3.803752213
1043	3.800707927
1044	3.795403507
1045	3.792317812
1046	3.787968599
1047	3.782701162
1048	3.777227157
1049	3.774129122
1050	3.7739209
1051	3.772142953
1052	3.769665115
1053	3.767004427
1054	3.766806356
1055	3.763597014
1056	3.760813055
1057	3.758220602
1058	3.753248735
1059	3.750361159
1060	3.745783275
1061	3.742504894
1062	3.7382332
1063	3.734277712
1064	3.728927778
1065	3.726543853
1066	3.722245543
1067	3.720248097
1068	3.715753337
1069	3.713161455
1070	3.708890377
1071	3.706826575
1072	3.702555107
1073	3.698767529
1074	3.698588845
1075	3.693549382
1076	3.689550449
1077	3.689389425
1078	3.687064319
1079	3.682870279
1080	3.676939699
1081	3.673424294
1082	3.66764795
1083	3.664187204
1084	3.66040757
1085	3.657225073
1086	3.653388288
1087	3.650481292
1088	3.646021453
1089	3.641550434
1090	3.636414928
1091	3.632592126
1092	3.630081624
1093	3.628133969
1094	3.624729739
1095	3.621050865
1096	3.61787111
1097	3.614691971
1098	3.612524057
1099	3.610832246
1100	3.606569927
1101	3.60204685
1102	3.597914974
1103	3.595136143
1104	3.592105707
1105	3.589439419
1106	3.587592507
1107	3.584235697
1108	3.579300998
1109	3.575869698
1110	3.573744347
1111	3.567181238
1112	3.564945632
1113	3.559393834
1114	3.555272132
1115	3.550867875
1116	3.547788155
1117	3.542118892
1118	3.53882517
1119	3.53427763
1120	3.530228947
1121	3.527064255
1122	3.524268129
1123	3.520859976
1124	3.516543252
1125	3.514454386
1126	3.512342671
1127	3.509258422
1128	3.506671572
1129	3.505263012
1130	3.502864631
1131	3.497669913
1132	3.494327367
1133	3.490491219
1134	3.487006292
1135	3.483749028
1136	3.481427162
1137	3.477246539
1138	3.474028979
1139	3.472433796
1140	3.471278107
1141	3.468264734
1142	3.466024953
1143	3.461463704
1144	3.459487048
1145	3.457449883
1146	3.455390191
1147	3.454033204
1148	3.45181282
1149	3.448718442
1150	3.446247002
1151	3.441042895
1152	3.437921717
1153	3.43325503
1154	3.430487961
1155	3.424895613
1156	3.421515261
1157	3.417003928
1158	3.413756977
1159	3.410554599
1160	3.408173661
1161	3.404176118
1162	3.399838995
1163	3.398300864
1164	3.395755999
1165	3.393136386
1166	3.39043379
1167	3.385865772
1168	3.383337302
1169	3.379030514
1170	3.376409251
1171	3.372993713
1172	3.367933368
1173	3.365448293
1174	3.362492376
1175	3.360416114
1176	3.357538319
1177	3.352749316
1178	3.350680967
1179	3.346109041
1180	3.344193771
1181	3.341225105
1182	3.337128543
1183	3.331945795
1184	3.329409019
1185	3.326217011
1186	3.322856061
1187	3.318825791
1188	3.315714405
1189	3.3112966
1190	3.306790639
1191	3.304413101
1192	3.302043743
1193	3.300831675
1194	3.297007669
1195	3.295089768
1196	3.291388855
1197	3.289592386
1198	3.284145872
1199	3.281926208
1200	3.279016966
1201	3.275953692
1202	3.273707221
1203	3.271650479
1204	3.269533731
1205	3.267211584
1206	3.262137792
1207	3.258336097
1208	3.254472056
1209	3.251203839
1210	3.247804602
1211	3.244872781
1212	3.242321525
1213	3.237998497
1214	3.233538765
1215	3.231237664
1216	3.230125372
1217	3.227087024
1218	3.224159757
1219	3.222363952
1220	3.220331692
1221	3.21843218
1222	3.21642417
1223	3.212432803
1224	3.21089492
1225	3.20686802
1226	3.202267072
1227	3.198951217
1228	3.195959999
1229	3.191501707
1230	3.188758252
1231	3.185403439
1232	3.184105366
1233	3.180569955
1234	3.176163423
1235	3.170671692
1236	3.168280682
1237	3.164733946
1238	3.163149763
1239	3.158373772
1240	3.154114561
1241	3.15122185
1242	3.148506069
1243	3.14839921
1244	3.145490107
1245	3.143577733
1246	3.137941724
1247	3.135502091
1248	3.133108193
1249	3.128600682
1250	3.125274715
1251	3.121869413
1252	3.120462307
1253	3.118712821
1254	3.116198818
1255	3.114249937
1256	3.111220533
1257	3.11003197
1258	3.104305104
1259	3.103544314
1260	3.099735245
1261	3.096638782
1262	3.094083079
1263	3.089929737
1264	3.085983608
1265	3.085807348
1266	3.082695414
1267	3.078444822
1268	3.075533266
1269	3.073287863
1270	3.068448136
1271	3.066138932
1272	3.062961211
1273	3.061605811
1274	3.058838628
1275	3.057096328
1276	3.051644043
1277	3.047454255
1278	3.044591205
1279	3.039468932
1280	3.037123682
1281	3.033927819
1282	3.03235517
1283	3.029112128
1284	3.027032814
1285	3.022594765
1286	3.018300437
1287	3.015251728
1288	3.013065679
1289	3.010901929
1290	3.007985325
1291	3.006248106
1292	3.003896905
1293	3.000027544
1294	2.996658339
1295	2.994398322
1296	2.993122894
1297	2.991538174
1298	2.989032468
1299	2.986250081
1300	2.980583111
1301	2.977816718
1302	2.974571489
1303	2.972428795
1304	2.96924674
1305	2.967179027
1306	2.963848265
1307	2.960314218
1308	2.956977756
1309	2.955809864
1310	2.952869861
1311	2.951331598
1312	2.949116324
1313	2.946753678
1314	2.944254226
1315	2.940964082
1316	2.938566738
1317	2.936411215
1318	2.934001201
1319	2.930557821
1320	2.928095138
1321	2.92451426
1322	2.922848956
1323	2.920576381
1324	2.917720482
1325	2.916171114
1326	2.912071913
1327	2.91051299
1328	2.908293037
1329	2.906721905
1330	2.903556552
1331	2.902692478
1332	2.901470749
1333	2.895676345
1334	2.894489171
1335	2.89033938
1336	2.888358875
1337	2.885928295
1338	2.884345999
1339	2.882580174
1340	2.881223532
1341	2.878677655
1342	2.877255925
1343	2.874039453
1344	2.872183271
1345	2.86995288
1346	2.867381455
1347	2.863416688
1348	2.861174317
1349	2.859957245
1350	2.856864935
1351	2.852948679
1352	2.850558725
1353	2.848180323
1354	2.844840298
1355	2.842929248
1356	2.839823266
1357	2.834735585
1358	2.833644501
1359	2.831678925
1360	2.828296304
1361	2.826449975
1362	2.822888578
1363	2.820539095
1364	2.818476598
1365	2.816108377
1366	2.813989434
1367	2.811711547
1368	2.809818983
1369	2.806942986
1370	2.804978963
1371	2.802314305
1372	2.800202875
1373	2.797528666
1374	2.794739623
1375	2.792850492
1376	2.788580336
1377	2.786283113
1378	2.783375324
1379	2.780822904
1380	2.777375936
1381	2.775820297
1382	2.773728
1383	2.770062416
1384	2.769760112
1385	2.767202584
1386	2.764696351
1387	2.761458984
1388	2.760385484
1389	2.756166346
1390	2.755166937
1391	2.752910317
1392	2.74815977
1393	2.74489271
1394	2.742307451
1395	2.740674101
1396	2.738247324
1397	2.736319874
1398	2.735572899
1399	2.733506816
1400	2.731143475
1401	2.727641469
1402	2.724984872
1403	2.722888207
1404	2.720741526
1405	2.717940992
1406	2.713944373
1407	2.711376141
1408	2.709833034
1409	2.707265191
1410	2.704409216
1411	2.701553429
1412	2.698016829
1413	2.696920549
1414	2.694210632
1415	2.691298279
1416	2.688782228
1417	2.687260051
1418	2.685514075
1419	2.684165891
1420	2.680933499
1421	2.678580182
1422	2.676250641
1423	2.673222876
1424	2.669742998
1425	2.666215151
1426	2.665218886
1427	2.663685403
1428	2.661452349
1429	2.659073933
1430	2.656362295
1431	2.6545832
1432	2.650611229
1433	2.649319344
1434	2.647379795
1435	2.644319499
1436	2.641087501
1437	2.638307036
1438	2.636801601
1439	2.634812127
1440	2.631468676
1441	2.630809347
1442	2.627475878
1443	2.625197591
1444	2.622393984
1445	2.619860327
1446	2.618523072
1447	2.615508918
1448	2.614726642
1449	2.613098963
1450	2.611078762
1451	2.610225113
1452	2.60906358
1453	2.608362028
1454	2.606212173
1455	2.60425546
1456	2.602347283
1457	2.599582333
1458	2.596222854
1459	2.594095628
1460	2.592038115
1461	2.590237143
1462	2.588821067
1463	2.587347729
1464	2.586239964
1465	2.583774921
1466	2.580090609
1467	2.577431057
1468	2.576636237
1469	2.575358853
1470	2.573452903
1471	2.570778943
1472	2.569330801
1473	2.566795239
1474	2.562772425
1475	2.560968693
1476	2.558854445
1477	2.557066055
1478	2.554619089
1479	2.551364309
1480	2.548176192
1481	2.547266207
1482	2.545740268
1483	2.54334832
1484	2.540653603
1485	2.537264787
1486	2.535123951
1487	2.532360325
1488	2.52889505
1489	2.525971559
1490	2.524318526
1491	2.523598831
1492	2.520960055
1493	2.519194311
1494	2.517137616
1495	2.514496904
1496	2.511231324
1497	2.509324685
1498	2.507664482
1499	2.506173297
